mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.9973363521136656,1.0,0.6878322027098964,0.33943387210124826,0.997073143607797,0.0804456941873688,0.4859154929577465
