mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.8964437086584354,1.0,0.807341132365482,0.5957620281452609,0.89382894713142,0.6954494902372066,0.7028169014084507
