mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.34285703525598227,0.9859154929577465,0.6227054825850895,0.079259397155089,0.34260605567693203,0.002802290596633438,0.37323943661971837
