mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.8526079370537404,0.9859154929577465,0.7857853957584926,0.48944223292349126,0.8484838146582925,0.6311404757531376,0.6535211267605634
