clean,medium,mild,strong
,0.982984386157914,0.9966835707961039,0.8484838146582925
,0.9981188118811885,0.9982445387395884,0.99733307552253
0.9984158415841586,,,
,0.9983721345107485,0.9986393040848485,0.998643699986437
,0.9983721345107485,0.9986393040848485,0.9982380232693994
,0.8949628381667134,0.9077382777565042,0.89382894713142
,0.34260605567693203,0.997073143607797,0.12379385835738162
,0.996960219160749,0.9974416778062248,0.9964478590716214
