mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.9946547894375348,1.0,0.7941933265874084,0.5537144598184593,0.9945767102274571,0.46113856003995707,0.647887323943662
