mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.1233299971008625,0.7464788732394366,0.5931366861991163,0.02395233982938039,0.12379385835738162,0.0005266056964804857,0.24366197183098595
