mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.46605783461833317,0.6811594202898551,0.7429497520974342,0.22622403673328603,0.46710185047752495,0.14818894686052847,0.37681159420289856
