mAP@0.5,Recall@0.5,mean_iou@0.5,COCO_AP,COCO_AP50,COCO_AP75,COCO_AR100
0.9966313028213625,1.0,0.838579600125971,0.6998719172969879,0.9964478590716214,0.8635233245764933,0.7563380281690142
